what,kind,bundleId,bundleVersion,description,time
java.specification.vendor,sysinfo,,,"Oracle Corporation",1677219046608
java.specification.version,sysinfo,,,"1.7",1677219046608
java.vendor,sysinfo,,,"Oracle Corporation",1677219046608
java.version,sysinfo,,,"1.7.0_51",1677219046608
java.vm.info,sysinfo,,,"mixed mode",1677219046608
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1677219046608
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1677219046608
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1677219046608
java.vm.specification.version,sysinfo,,,"1.7",1677219046608
java.vm.vendor,sysinfo,,,"Oracle Corporation",1677219046608
java.vm.version,sysinfo,,,"24.51-b03",1677219046608
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677219047558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219049690
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1677219051578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219054626
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677219060879
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677219060962
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1677219064399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219077322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219095764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219128706
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219130479
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1677219131956
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1677219132026
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1677219136572
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1677219138801
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1677219138811
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1677219138813
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1677219138814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219139177
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1677219139274
opened,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1677219139355
activated,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1677219139394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219146778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219147809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219147951
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1677219148245
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1677219148302
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.BreakpointView",1677219150983
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.BreakpointView",1677219151006
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1677219152070
activated,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1677219153193
opened,view,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.debug.ui.disassembly.view",1677219154587
activated,view,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.debug.ui.disassembly.view",1677219154653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219157738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219164371
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1677219169076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219173101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219202872
activated,view,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.debug.ui.disassembly.view",1677219204862
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.BreakpointView",1677219205943
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1677219211192
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1677219211240
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1677219212808
activated,perspective,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.CPerspective",1677219217420
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1677219220591
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1677219222158
activated,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1677219223511
closed,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1677219223554
activated,view,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.debug.ui.disassembly.view",1677219224862
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677219229193
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677219229357
activated,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1677219229736
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677219229736
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1677219229747
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677219232972
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677219233115
activated,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1677219233920
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677219233920
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677219236357
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677219237460
closed,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1677219237460
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677219242685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219244645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219280955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219282247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219383036
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219384689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219408744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219415558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219423522
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1677219423581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219423640
opened,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1677219423799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219429249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219429276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219429846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219436219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219436380
error,log,,,"Internal error logged from CDI Debug: ",1677219436395
error,log,,,"Error logged from Debug Core: ",1677219436411
closed,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1677219436918
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1677219440333
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1677219443317
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1677219444122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219451392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219458064
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677219460028
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1677219460227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219462867
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1677219464054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219551188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1677219551232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219557414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219629865
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenDebugConfigurations",1677219629890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219630645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219636183
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677219639922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219642201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219644667
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1677219646846
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1677219651682
error,log,,,"Target selection failed.",1677219665689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219665723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219670061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219674254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219692894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219706507
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219725487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219729462
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219945433
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenDebugConfigurations",1677219945456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219946143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219947929
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1677219949057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677219957525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220021505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220026282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220027864
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677220045061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220050579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220066041
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1677220068960
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220073705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220086378
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677220087667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220089364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220091869
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1677220091879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1677220091879
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677220091963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220095555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220131335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1677220131349
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220136245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220148788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220151149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220193798
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1677220193815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220203848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220306124
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenDebugConfigurations",1677220306147
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677220313514
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677220313613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220326768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220336769
error,log,,,"Target selection failed.",1677220340076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220340101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220350525
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1677220399948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220408824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220438585
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677220439766
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677220442148
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677220442232
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1677220442259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220449063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220524105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1677220524125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220526876
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1677220538152
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1677220538194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220542701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1677220542721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220545496
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677220554942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220554976
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1677220554988
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1677220554988
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1677220555065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220557773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220598153
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1677220598167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220603548
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220627370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220629915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220695394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1677220695412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220700190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220708763
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1677220708784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220713279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220770345
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenDebugConfigurations",1677220770361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220770971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220773212
error,log,,,"Target selection failed.",1677220776527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220776550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220778438
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1677220798293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220799706
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220807653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220838551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220875484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220878045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220883683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220886058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220982172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1677220984921
